,links
4135,http://www.rapid7.com/db/modules/auxiliary/server/tnftp_savefile
4136,https://community.rapid7.com/docs/DOC-2145
4137,https://github.com/rapid7/metasploit-framework/pull/2350
4138,http://information.rapid7.com/download-metasploitable.html
4139,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/07/13/metasploit-wrapup-48/&title=Metasploit Wrapup&summary=Committing to some shells in GitList Shelby has been killing it with new exploit and aux modules by the day. In this iteration, she's"
4140,https://twitter.com/intent/tweet?text=Metasploit Wrapup&url=https://blog.rapid7.com/2018/07/13/metasploit-wrapup-48/
4141,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/07/13/metasploit-wrapup-48/
4142,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2016/03/14/weekly-metasploit-wrapup-15/&title=Weekly Metasploit Wrapup&summary=Scanning for the Fortinet backdoor with Metasploit Written by wvu Metasploit now implements a scanner for the Fortinet backdoor. Curious to see how to
4143,https://twitter.com/intent/tweet?text=Weekly Metasploit Wrapup&url=https://blog.rapid7.com/2016/03/14/weekly-metasploit-wrapup-15/
4144,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2016/03/14/weekly-metasploit-wrapup-15/
4145,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2014/12/30/12-days-of-haxmas-rce-in-your-ftp/&title=12 Days of HaXmas: RCE in Your FTP&summary=This post is the sixth in a series, 12 Days of HaXmas, where we take a look at some of more notable advancements and"
4146,https://twitter.com/intent/tweet?text=12 Days of HaXmas: RCE in Your FTP&url=https://blog.rapid7.com/2014/12/30/12-days-of-haxmas-rce-in-your-ftp/
4147,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2014/12/30/12-days-of-haxmas-rce-in-your-ftp/
4148,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2014/09/22/new-show-missing-command-in-msfconsole/&title=New ""show missing"" Command in msfconsole&summary=Hello, Metasploiters! Just wanted to update y'all on a new feature in msfconsole that *hopefully* should make vgrepping through module options a little easier."
4149,"https://twitter.com/intent/tweet?text=New ""show missing"" Command in msfconsole&url=https://blog.rapid7.com/2014/09/22/new-show-missing-command-in-msfconsole/"
4150,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2014/09/22/new-show-missing-command-in-msfconsole/
4151,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2014/01/24/hacking-printers-with-metasploit/&title=Making Your Printer Say ""Feed Me a Kitten"" and Also Exfiltrate Sensitive Data&summary=As of this last release, PJL (HP's Printer Job Language) is now a grown-up Rex::Proto protocol! Since extending a protocol in Metasploit is"
4152,"https://twitter.com/intent/tweet?text=Making Your Printer Say ""Feed Me a Kitten"" and Also Exfiltrate Sensitive Data&url=https://blog.rapid7.com/2014/01/24/hacking-printers-with-metasploit/"
4153,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2014/01/24/hacking-printers-with-metasploit/
4154,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2014/01/02/12-days-of-haxmas-finding-shellbindtcprandomport-with-nmap-and-ndiff/&title=12 Days of HaXmas: Finding shell_bind_tcp_random_port with Nmap and Ndiff&summary=This post is the ninth in a series, 12 Days of HaXmas, where we take a look at some of more notable advancements in"
4155,https://twitter.com/intent/tweet?text=12 Days of HaXmas: Finding shell_bind_tcp_random_port with Nmap and Ndiff&url=https://blog.rapid7.com/2014/01/02/12-days-of-haxmas-finding-shellbindtcprandomport-with-nmap-and-ndiff/
4156,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2014/01/02/12-days-of-haxmas-finding-shellbindtcprandomport-with-nmap-and-ndiff/
4157,https://blog.rapid7.com/2017/05/16/update-on-wannacry-vulnerable-smb-shares-are-widely-deployed-and-people-are-scanning-for-them
4158,https://blog.rapid7.com/2017/05/20/metasploit-the-power-of-the-community-and-eternalblue
4159,https://blog.rapid7.com/2017/05/09/practical-vm-tips-for-the-shadow-brokers-leaked-exploits
4160,https://blog.rapid7.com/2016/03/22/ransomware-faq-avoiding-the-latest-trend-in-malware
4161,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/06/07/wannacry-code-have-you-disabled-smbv1/&title=WannaCry coda: Have you disabled SMBv1?&summary=By now, if you're reading this blog, you probably have read about WannaCry. If not, please take a moment to review: Wanna Decryptor (WNCRY)"
4162,https://twitter.com/intent/tweet?text=WannaCry coda: Have you disabled SMBv1?&url=https://blog.rapid7.com/2017/06/07/wannacry-code-have-you-disabled-smbv1/
4163,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/06/07/wannacry-code-have-you-disabled-smbv1/
4164,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/05/20/wannacry-scanning-reporting/&title=WannaCry - Scanning & Reporting&summary=In light of the recent WannaCry Ransomware attacks, I thought it'd be great to share ways of finding out which assets are susceptible to"
4165,https://twitter.com/intent/tweet?text=WannaCry - Scanning & Reporting&url=https://blog.rapid7.com/2017/05/20/wannacry-scanning-reporting/
4166,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/05/20/wannacry-scanning-reporting/
4167,https://blog.rapid7.com/author/tod-beardsley/
4168,https://blog.rapid7.com/2018/04/30/cve-100k-a-big-round-number
4169,https://blog.rapid7.com/2017/12/27/forget-the-presents-haxmas-is-all-about-the-gift-certificates/
4170,https://www.rapid7.com/products/nexpose/download/
4171,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/04/30/cve-100k-by-the-numbers/&title=CVE 100K: By The Numbers&summary=There have been 100,000 CVEs published. Here are some stats on the program so far."
4172,https://twitter.com/intent/tweet?text=CVE 100K: By The Numbers&url=https://blog.rapid7.com/2018/04/30/cve-100k-by-the-numbers/
4173,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/04/30/cve-100k-by-the-numbers/
4174,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/03/21/cavete-symantec-testimonium-exspirare-martiis-beware-the-symantec-certificates-expiring-in-march/&title=Cavete Symantec Testimonium Exspirare Martiis (Beware the Symantec Certificates Expiring in March)&summary=This is a follow-up post to our December 2017 gift certificate piece discussing the 2018 schedule for distrust of Symantec certificates by Chrome and
4175,https://twitter.com/intent/tweet?text=Cavete Symantec Testimonium Exspirare Martiis (Beware the Symantec Certificates Expiring in March)&url=https://blog.rapid7.com/2018/03/21/cavete-symantec-testimonium-exspirare-martiis-beware-the-symantec-certificates-expiring-in-march/
4176,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/03/21/cavete-symantec-testimonium-exspirare-martiis-beware-the-symantec-certificates-expiring-in-march/
4177,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/02/08/uk-ncscs-active-cyber-defence-brings-new-hope-to-our-combined-fight-against-cybercrime/&title=UK NCSC's ""Active Cyber Defence"" Brings New Hope To Our Combined Fight Against Cybercrime&summary=This week the UK National Cyber Security Centre (NCSC) released their first report on the year one results of their ""Active Cyber Defence&"
4178,"https://twitter.com/intent/tweet?text=UK NCSC's ""Active Cyber Defence"" Brings New Hope To Our Combined Fight Against Cybercrime&url=https://blog.rapid7.com/2018/02/08/uk-ncscs-active-cyber-defence-brings-new-hope-to-our-combined-fight-against-cybercrime/"
4179,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/02/08/uk-ncscs-active-cyber-defence-brings-new-hope-to-our-combined-fight-against-cybercrime/
4180,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/12/27/forget-the-presents-haxmas-is-all-about-the-gift-certificates/&title=Forget The Presents: HaXmas Is All About The [Gift] Certificates&summary=2017 is nearly at an end, and most of the cybersecurity world is glad to see it go. We've been plagued with a myriad"
4181,https://twitter.com/intent/tweet?text=Forget The Presents: HaXmas Is All About The [Gift] Certificates&url=https://blog.rapid7.com/2017/12/27/forget-the-presents-haxmas-is-all-about-the-gift-certificates/
4182,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/12/27/forget-the-presents-haxmas-is-all-about-the-gift-certificates/
4183,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/11/21/intel-sa-00086-security-bulletin-for-intel-management-engine-me-and-advanced-management-technology-amt-vulnerabilities-what-you-need-to-know/&title=INTEL-SA-00086 Security Bulletin for Intel Management Engine (ME) and Advanced Management Technology (AMT) Vulnerabilities: What You Need To Know&summary=INTEL-SA-00086 vulnerabilities? What’s Up? (Full update log at the end of the post as we make changes.) Intel decided to talk turkey this
4184,https://twitter.com/intent/tweet?text=INTEL-SA-00086 Security Bulletin for Intel Management Engine (ME) and Advanced Management Technology (AMT) Vulnerabilities: What You Need To Know&url=https://blog.rapid7.com/2017/11/21/intel-sa-00086-security-bulletin-for-intel-management-engine-me-and-advanced-management-technology-amt-vulnerabilities-what-you-need-to-know/
4185,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/11/21/intel-sa-00086-security-bulletin-for-intel-management-engine-me-and-advanced-management-technology-amt-vulnerabilities-what-you-need-to-know/
4186,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/11/20/the-oracle-peoplesoft-tuxedo-joltandbleed-vulnerabilities-what-you-need-to-know/&title=The Oracle (PeopleSoft/Tuxedo) JoltandBleed Vulnerabilities: What You Need To Know&summary=JoltandBleed vulnerabilities? What’s Up? Oracle recently issued emergency patches for five vulnerabilities: CVE-2017-10272 is a vulnerability of memory disclosure; its exploitation gives an
4187,https://twitter.com/intent/tweet?text=The Oracle (PeopleSoft/Tuxedo) JoltandBleed Vulnerabilities: What You Need To Know&url=https://blog.rapid7.com/2017/11/20/the-oracle-peoplesoft-tuxedo-joltandbleed-vulnerabilities-what-you-need-to-know/
4188,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/11/20/the-oracle-peoplesoft-tuxedo-joltandbleed-vulnerabilities-what-you-need-to-know/
4189,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/10/24/the-badrabbit-ransomware-attack-what-you-need-to-know/&title=The BadRabbit Ransomware Attack: What You Need To Know&summary=What’s Up? Rapid7 has been tracking reports of an expanding ransomware campaign dubbed BadRabbit. Russian news outlets and other organizations across Europe have
4190,https://twitter.com/intent/tweet?text=The BadRabbit Ransomware Attack: What You Need To Know&url=https://blog.rapid7.com/2017/10/24/the-badrabbit-ransomware-attack-what-you-need-to-know/
4191,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/10/24/the-badrabbit-ransomware-attack-what-you-need-to-know/
4192,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/10/16/the-wi-fi-krack-vulnerability-what-you-need-to-know/&title=The Wi-Fi KRACK Vulnerability: What You Need to Know&summary=Everything you need to know about the recently disclosed KRACK vulnerability affecting Wi-Fi security protocols (WPA1 and WPA2).
4193,https://twitter.com/intent/tweet?text=The Wi-Fi KRACK Vulnerability: What You Need to Know&url=https://blog.rapid7.com/2017/10/16/the-wi-fi-krack-vulnerability-what-you-need-to-know/
4194,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/10/16/the-wi-fi-krack-vulnerability-what-you-need-to-know/
4195,https://blog.rapid7.com/author/tod-beardsley
4196,https://blog.rapid7.com/author/brent-cook
4197,https://blog.rapid7.com/author/caitlin-condon
4198,https://blog.rapid7.com/author/deral-heiland
4199,https://blog.rapid7.com/2014/01/24/hacking-printers-with-metasploit/
4200,https://blog.rapid7.com/2014/12/19/rapid7-perspectiverapid7-2014-infosec-retrospective-predictions-for-2015/
4201,https://blog.rapid7.com/2015/12/08/what-is-your-biggest-prediction-for-2016/
4202,https://blog.rapid7.com/2016/12/20/2017-cybersecurity-horoscopes/
4203,https://blog.rapid7.com/author/harley-geiger
4204,https://blog.rapid7.com/tag/patch-tuesday/
4205,https://blog.rapid7.com/2017/03/14/update-tuesday-march-2017/
4206,https://blog.rapid7.com/2017/12/31/haxmas-review-a-year-of-patch-tuesdays/tag/haxmas
4207,https://github.com/rapid7/metasploit-framework/pull/9180
4208,https://github.com/rapid7/metasploit-framework/issues/8977
4209,https://blog.rapid7.com/2017/08/17/youve-got-0-day/
4210,https://www.rapid7.com/db/modules/auxiliary/gather/samsung_browser_sop_bypass
4211,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/01/05/a-visit-from-a-printer-poc/&title=A Visit From a Printer PoC&summary=The story of a group effort to perform a successful holiday printer hack...translated into rhymed verse for your HaXmas entertainment.
4212,https://twitter.com/intent/tweet?text=A Visit From a Printer PoC&url=https://blog.rapid7.com/2018/01/05/a-visit-from-a-printer-poc/
4213,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/01/05/a-visit-from-a-printer-poc/
4214,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/01/04/certificate-transparency-the-gift-that-keeps-giving/&title=Certificate Transparency: The Gift That Keeps Giving&summary=While it's no surprise that both attackers and defenders can garner valuable information about the networks that they’re targeting (or defending), it may"
4215,https://twitter.com/intent/tweet?text=Certificate Transparency: The Gift That Keeps Giving&url=https://blog.rapid7.com/2018/01/04/certificate-transparency-the-gift-that-keeps-giving/
4216,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/01/04/certificate-transparency-the-gift-that-keeps-giving/
4217,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/01/03/hohoho-wned-first-steps-toward-a-pen-test-oriented-rootkit/&title=Hohoho-wned: First Steps Toward a Pen Test Oriented Rootkit&summary=Year after year it seems that Santa is intent on sending me coal, but little does he know that this year I already have"
4218,https://twitter.com/intent/tweet?text=Hohoho-wned: First Steps Toward a Pen Test Oriented Rootkit&url=https://blog.rapid7.com/2018/01/03/hohoho-wned-first-steps-toward-a-pen-test-oriented-rootkit/
4219,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/01/03/hohoho-wned-first-steps-toward-a-pen-test-oriented-rootkit/
4220,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/01/02/visions-past-and-future-2018-security-predictions/&title=Visions past and future: 2018 security predictions&summary=Happy 2018, fellow humans (but not to you, bot army!). Like we've done in years before, we recently rounded up some of the best"
4221,https://twitter.com/intent/tweet?text=Visions past and future: 2018 security predictions&url=https://blog.rapid7.com/2018/01/02/visions-past-and-future-2018-security-predictions/
4222,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/01/02/visions-past-and-future-2018-security-predictions/
4223,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/12/31/haxmas-review-a-year-of-patch-tuesdays/&title=HaXmas Review: A Year of Patch Tuesdays&summary=Today’s installment of the 12 Days of HaXmas is about 2017’s 12 months of Patch Tuesdays. Never mind that there were only
4224,https://twitter.com/intent/tweet?text=HaXmas Review: A Year of Patch Tuesdays&url=https://blog.rapid7.com/2017/12/31/haxmas-review-a-year-of-patch-tuesdays/
4225,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/12/31/haxmas-review-a-year-of-patch-tuesdays/
4226,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/12/29/an-evaluation-of-the-north-poles-password-security-posture/&title=An Evaluation of the North Pole’s Password Security Posture&summary=Co-written by Jonathan Stines and Tommy Dew. See all of this year's HaXmas content here. He sees your password choices; He knows when they’
4227,https://twitter.com/intent/tweet?text=An Evaluation of the North Pole’s Password Security Posture&url=https://blog.rapid7.com/2017/12/29/an-evaluation-of-the-north-poles-password-security-posture/
4228,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/12/29/an-evaluation-of-the-north-poles-password-security-posture/
4229,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/12/26/uses-for-tech-of-haxmas-past/&title=Uses For Tech of HaXmas Past&summary=Before you throw technology from HaXmas gifts past on the shelf of misfit toys, consider this story about how one security researcher found new uses for an old gizmo. Your old tech is crying out to be reused!"
4230,https://twitter.com/intent/tweet?text=Uses For Tech of HaXmas Past&url=https://blog.rapid7.com/2017/12/26/uses-for-tech-of-haxmas-past/
4231,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/12/26/uses-for-tech-of-haxmas-past/
4232,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/12/25/haxmas-the-true-meaning-s-of-metasploit/&title=HaXmas: The True Meaning(s) of Metasploit&summary=Rapid7 Research Director Tod Beardsley kicks off our storied 
4233,https://twitter.com/intent/tweet?text=HaXmas: The True Meaning(s) of Metasploit&url=https://blog.rapid7.com/2017/12/25/haxmas-the-true-meaning-s-of-metasploit/
4234,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/12/25/haxmas-the-true-meaning-s-of-metasploit/
4235,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/12/24/on-the-zero-eth-day-of-haxmas/&title=On the Zero-eth Day of HaXmas...&summary=I suppose it’s only fitting that this year, we introduce our storied 12 Days of HaXmas on the zero-eth day. Technically, Twelvetide doesn’"
4236,https://twitter.com/intent/tweet?text=On the Zero-eth Day of HaXmas...&url=https://blog.rapid7.com/2017/12/24/on-the-zero-eth-day-of-haxmas/
4237,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/12/24/on-the-zero-eth-day-of-haxmas/
4238,https://blog.rapid7.com/2017/11/07/the-term-internet-of-things-iot-should-change/
4239,https://blog.rapid7.com/2017/06/21/in-fear-of-iot/
4240,https://blog.rapid7.com/2017/06/26/legislation-to-strengthen-iot-marketplace-transparency/
4241,https://blog.rapid7.com/2016/12/15/research-report-vulnerability-disclosure-survey-results/
4242,https://blog.rapid7.com/2016/06/27/what-is-the-internet-of-things-the-current-struggle-with-the-definition-of-iot/
4243,https://blog.rapid7.com/2017/05/10/iot-testing-methodology/
4244,https://blog.rapid7.com/2015/12/26/advanced-persistant-mfp/
4245,https://blog.rapid7.com/tag/iot/rss/
4246,https://blog.rapid7.com/tag/ncsam
4247,https://blog.rapid7.com/2017/10/10/ncsam-security-crash-diet-week-1-maintenance/
4248,https://blog.rapid7.com/2017/10/17/ncsam-security-crash-diet-week-2/
4249,https://blog.rapid7.com/2017/10/24/ncsam-security-crash-diet-week-3-privacy/
4250,https://blog.rapid7.com/2016/10/25/multiple-bluetooth-low-energy-ble-tracker-vulnerabilities/
4251,https://blog.rapid7.com/tag/iot/
4252,https://blog.rapid7.com/2017/10/16/the-wi-fi-krack-vulnerability-what-you-need-to-know/
4253,https://blog.rapid7.com/2017/10/24/the-badrabbit-ransomware-attack-what-you-need-to-know/
4254,https://blog.rapid7.com/2017/07/17/building-a-car-hacking-development-workbench-part-2
4255,https://blog.rapid7.com/2016/03/15/rapid7-bugcrowd-and-hackerone-file-pro-researcher-comments-on-dmca-sec-1201
4256,https://blog.rapid7.com/2015/10/28/new-dmca-exemption-is-a-positive-step-for-security-researchers
4257,https://blog.rapid7.com/2017/02/22/iot-friend-or-foe
4258,https://information.rapid7.com/iot-baby-monitor-research.html
4259,https://www.rapid7.com/globalassets/_pdfs/rapid7-comments/rapid7-comments-to-fda-draft-guidance-for-postmarket-management-of-cybersecurity-in-medical-devices---docket-no.-fda-2015-d-5105---apr.-19-2016.pdf
4260,https://www.rapid7.com/globalassets/_pdfs/rapid7-comments/rapid7-comments-to-nhtsa-cybersecurity-best-practices-for-modern-vehicles---docket-id-nhtsa-2016-0104-112816.pdf
4261,https://blog.rapid7.com/2017/05/10/iot-testing-methodology
4262,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/07/09/communicating-iot-security-update-capability/&title=Communicating IoT Security Update Capability&summary=What is the essential information that manufacturers should communicate to consumers about security updates for Internet of Things (IoT) devices?
4263,https://twitter.com/intent/tweet?text=Communicating IoT Security Update Capability&url=https://blog.rapid7.com/2018/07/09/communicating-iot-security-update-capability/
4264,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/07/09/communicating-iot-security-update-capability/
4265,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/02/07/smart-sensors-our-bold-new-world/&title=Smart Sensors: Our Bold New World&summary=Over the last several months I have been surveying our bold new world of smart sensor technology. It is absolutely amazing how advances in
4266,https://twitter.com/intent/tweet?text=Smart Sensors: Our Bold New World&url=https://blog.rapid7.com/2018/02/07/smart-sensors-our-bold-new-world/
4267,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/02/07/smart-sensors-our-bold-new-world/
4268,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/11/07/the-term-internet-of-things-iot-should-change/&title=The Term Internet of Things (IoT) Should Change&summary=I have been the IoT Research Lead at Rapid7 for nearly two years. During those two years, we’ve seen the industry struggle to"
4269,https://twitter.com/intent/tweet?text=The Term Internet of Things (IoT) Should Change&url=https://blog.rapid7.com/2017/11/07/the-term-internet-of-things-iot-should-change/
4270,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/11/07/the-term-internet-of-things-iot-should-change/
4271,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/11/01/ncsam-security-crash-diet-week-4-iot/&title=NCSAM Security Crash Diet, Week 4: IoT&summary=The final week of our 'Security Crash Diet' series for NCSAM explores what the IoT device purchasing process is like for consumers who want to buy IoT with security in mind. Spoiler: It isn't easy."
4272,"https://twitter.com/intent/tweet?text=NCSAM Security Crash Diet, Week 4: IoT&url=https://blog.rapid7.com/2017/11/01/ncsam-security-crash-diet-week-4-iot/"
4273,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/11/01/ncsam-security-crash-diet-week-4-iot/
4274,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/10/25/roca-vulnerable-rsa-key-generation/&title=ROCA: Vulnerable RSA Key Generation&summary=In  the KRACK-related and BadRabbit-related chaos of the past week and a half, some people missed a less flashy vulnerability that nevertheless dug up"
4275,https://twitter.com/intent/tweet?text=ROCA: Vulnerable RSA Key Generation&url=https://blog.rapid7.com/2017/10/25/roca-vulnerable-rsa-key-generation/
4276,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/10/25/roca-vulnerable-rsa-key-generation/
4277,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/10/23/iot-mobile-application-credential-encryption/&title=IoT Mobile Application Credential Encryption&summary=Rapid7 IoT Research Lead Deral Heiland offers several of his takeaways from testing IoT mobile applications.
4278,https://twitter.com/intent/tweet?text=IoT Mobile Application Credential Encryption&url=https://blog.rapid7.com/2017/10/23/iot-mobile-application-credential-encryption/
4279,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/10/23/iot-mobile-application-credential-encryption/
4280,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/07/11/building-a-car-hacking-development-workbench-part-1/&title=Building a Car Hacking Development Workbench: Part 1&summary=Introduction There is a vast body of knowledge hiding inside your car. Whether you are an auto enthusiast, developer, hobbyist, security researcher, or just"
4281,https://twitter.com/intent/tweet?text=Building a Car Hacking Development Workbench: Part 1&url=https://blog.rapid7.com/2017/07/11/building-a-car-hacking-development-workbench-part-1/
4282,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/07/11/building-a-car-hacking-development-workbench-part-1/
4283,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/06/26/legislation-to-strengthen-iot-marketplace-transparency/&title=Legislation to Strengthen IoT Marketplace Transparency&summary=Senator Ed Markey (D-MA) is poised to introduce legislation to develop a voluntary cybersecurity standards program for the Internet of Things (IoT). The legislation,"
4284,https://twitter.com/intent/tweet?text=Legislation to Strengthen IoT Marketplace Transparency&url=https://blog.rapid7.com/2017/06/26/legislation-to-strengthen-iot-marketplace-transparency/
4285,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/06/26/legislation-to-strengthen-iot-marketplace-transparency/
4286,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/06/21/in-fear-of-iot/&title=In Fear of IoT Security&summary=I wish I had a dime for every time I have heard someone say “With so many vulnerabilities being reported in the Internet of
4287,https://twitter.com/intent/tweet?text=In Fear of IoT Security&url=https://blog.rapid7.com/2017/06/21/in-fear-of-iot/
4288,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/06/21/in-fear-of-iot/
4289,https://github.com/rapid7/metasploit-framework/commit/ae17943d4c5ccb606162eb503dc7bd8d7987c404?diff=unified
4290,https://github.com/rapid7/metasploit-framework/commit/ae17943d4c5ccb606162eb503dc7bd8d7987c404?diff=split
4291,https://github.com/rapid7/metasploit-framework/commit/6f1196d30c34ff669d61489da0da7e9a77f44100?diff=unified
4292,https://github.com/rapid7/metasploit-framework/commit/6f1196d30c34ff669d61489da0da7e9a77f44100?diff=split
4293,https://github.com/rapid7/metasploit-framework/pull/3
4294,https://travis-ci.org/rapid7/metasploit-framework/builds/90419257
4295,https://travis-ci.org/rapid7/metasploit-framework/builds/90459106
4296,https://travis-ci.org/rapid7/metasploit-framework/builds/90460836
4297,https://travis-ci.org/rapid7/metasploit-framework/builds/90462145
4298,https://travis-ci.org/rapid7/metasploit-framework/builds/90463536
4299,https://travis-ci.org/rapid7/metasploit-framework/builds/91017992
4300,https://travis-ci.org/rapid7/metasploit-framework/builds/91019123
4301,https://travis-ci.org/rapid7/metasploit-framework/builds/91019426
4302,https://na-sj20.marketo.com/rs/411-NAK-970/images/rapid7-project-bespin-research-report.pdf
4303,https://information.rapid7.com/rs/495-KNT-277/images/rapid7-project-heisenberg-cloud-research-report.pdf
4304,https://na-sj20.marketo.com/rs/411-NAK-970/images/rapid7-project-heisenberg-cloud-research-report.pdf
4305,https://travis-ci.org/rapid7/metasploit-framework/builds/345538442?utm_source=github_status&utm_medium=notification
4306,https://travis-ci.org/rapid7/metasploit-framework/builds/345535625?utm_source=github_status&utm_medium=notification
4307,https://travis-ci.org/rapid7/metasploit-framework/builds/345451939?utm_source=github_status&utm_medium=notification
4308,https://travis-ci.org/rapid7/metasploit-framework/builds/263592147?utm_source=github_status&utm_medium=notification
4309,https://travis-ci.org/rapid7/metasploit-framework/builds/226246471
4310,https://travis-ci.org/rapid7/metasploit-framework/builds/225345982
4311,https://travis-ci.org/rapid7/metasploit-framework/builds/225341569
4312,https://travis-ci.org/rapid7/metasploit-framework/builds/224840487
4313,https://travis-ci.org/rapid7/metasploit-framework/builds/224371621
4314,https://travis-ci.org/rapid7/metasploit-framework/builds/224127319
4315,https://travis-ci.org/rapid7/metasploit-framework/builds/224120986
4316,https://travis-ci.org/rapid7/metasploit-framework/builds/222723296
4317,https://travis-ci.org/rapid7/metasploit-framework/builds/219865608
4318,https://travis-ci.org/rapid7/metasploit-framework/builds/217681028
4319,https://travis-ci.org/rapid7/metasploit-framework/builds/216820372
4320,https://travis-ci.org/rapid7/metasploit-framework/builds/216566690
4321,https://travis-ci.org/rapid7/metasploit-framework/builds/216545755
4322,https://travis-ci.org/rapid7/metasploit-framework/builds/216530331
4323,https://travis-ci.org/rapid7/metasploit-framework/builds/216528692
4324,https://travis-ci.org/rapid7/metasploit-framework/builds/216528129
4325,https://travis-ci.org/rapid7/metasploit-framework/builds/216507953
4326,https://github.com/rapid7/metasploit-framework/blob/master/modules/auxiliary/admin/smb/ms17_010_command.rb
